Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2013,03,CASANARE,YOPAL,CONTAMINACION,325,101.3,28.5
2006,10,BOGOTA DC,BOGOTA DC,INUNDACION,2570,101,13.8
2008,08,HUILA,IQUIRA,INUNDACION,1095,37.6,23.6
2011,05,TOLIMA,IBAGUE,DESLIZAMIENTO,750,212.9,24.8
2008,11,TOLIMA,ATACO,INUNDACION,500,314.7,25.7
2011,05,NARINO,ALDANA,DESLIZAMIENTO,2961,82.5,11.3
2005,02,SANTANDER,CERRITO,INUNDACION,2698,50.1,14
2011,04,BOYACA,DUITAMA,INUNDACION,2700,249.9,12.3
2003,09,ANTIOQUIA,ANORI,INUNDACION,1610,327.6,19.4
2013,06,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1018,90.7,23.2
2012,04,VALLE DEL CAUCA,YUMBO,INUNDACION,1500,143.2,20.7
1999,02,CALDAS,VITERBO,INUNDACION,1020,69.8,24.6
2011,04,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,170.7,22.4
2011,04,ANTIOQUIA,PUERTO BERRIO,INUNDACION,150,318.6,28.6
2013,02,HUILA,NEIVA,INUNDACION,1691,170.7,18.7
2004,11,TOLIMA,ROVIRA,VENDAVAL,2020,179.6,16.8
2010,04,HUILA,GIGANTE,INUNDACION,1500,138.9,20.2
2012,03,RISARALDA,PEREIRA,INUNDACION,1342,220.2,21.9
2013,09,NARINO,CONSACA,INCENDIO FORESTAL,1493,51.6,20.4
2013,09,RISARALDA,PEREIRA,COLAPSO,1342,195.9,21.5
2008,05,CHOCO,QUIBDO,DESLIZAMIENTO,53,722.4,27
2012,04,HUILA,CAMPOALEGRE,DESLIZAMIENTO,553,131,25.9
2012,08,SANTANDER,CIMITARRA,DESLIZAMIENTO,300,194.8,27.3
2010,02,LA GUAJIRA,MAICAO,SEQUIA,118,14.9,26.1
2012,09,NORTE DE SANTANDER,EL ZULIA,INCENDIO FORESTAL,90,188,28
2011,05,NORTE DE SANTANDER,OCANA,VENDAVAL,1435,144.3,21.9
2010,08,CESAR,SAN DIEGO,INUNDACION,350,139.4,26.7
2013,05,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1600,242.9,19.4
2005,02,META,VILLAVICENCIO,INUNDACION,423,132.2,27.2
2012,08,HUILA,GIGANTE,INCENDIO FORESTAL,1500,65.1,19.6
2000,05,TOLIMA,ROVIRA,INUNDACION,2020,213.2,17.2
2011,12,ANTIOQUIA,BARBOSA,INUNDACION,1500,83.3,21.7
2011,06,CUNDINAMARCA,FUNZA,VENDAVAL,2545,54.8,14.5
2011,01,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,33.3,13.8
2011,05,ARAUCA,ARAUCA,INUNDACION,128,267.5,26.6
2008,05,NARINO,PUERRES,DESLIZAMIENTO,1776,342.6,16.8
2006,01,NARINO,PASTO,DESLIZAMIENTO,2830,85.5,12
2013,07,QUINDIO,ARMENIA,DESLIZAMIENTO,1229,105.2,22.4
2010,12,QUINDIO,CALARCA,DESLIZAMIENTO,1450,222.3,20.2
2003,11,CHOCO,LLORO,INUNDACION,90,728.3,26.1
2007,04,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1342,249.3,21.5
2013,10,ATLANTICO,BARRANQUILLA,VENDAVAL,2,167.1,28
2006,04,NORTE DE SANTANDER,CACHIRA,INUNDACION,1882,105.6,17.3
2013,02,BOLIVAR,CARTAGENA,INCENDIO FORESTAL,1,0.5,26.9
2005,03,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1229,194.1,22.2
2013,09,TOLIMA,ESPINAL,ACCIDENTE DE TRANSITO,475,126.9,27.9
2004,11,SANTANDER,PUERTO PARRA,INUNDACION,168,276.6,27.9
2010,12,CORDOBA,MONTERIA,INUNDACION,30,32.4,27
2006,03,CUNDINAMARCA,SAN FRANCISCO,DESLIZAMIENTO,2475,176.3,13.5
2003,01,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2058,103.5,16.9
2010,10,SANTANDER,RIONEGRO,INUNDACION,2090,225.2,16.5
2013,02,CUNDINAMARCA,PACHO,INUNDACION,2000,116.3,16.5
2012,12,TOLIMA,MELGAR,DERRAME DE HIDROCARBUROS,319,127.5,27.8
2010,10,BOYACA,BOAVITA,DESLIZAMIENTO,2150,180.3,16.9
2013,06,SANTANDER,PALMAR,INUNDACION,940,126.9,25.7
2011,04,HUILA,PITALITO,DESLIZAMIENTO,1320,135.9,20.7
2011,07,CAQUETA,FLORENCIA,INUNDACION,280,416.3,23.8
2013,10,HUILA,NEIVA,INCENDIO FORESTAL,1691,220.8,18.7
2010,02,SANTANDER,CABRERA,SEQUIA,2050,61.8,16.5
2013,01,ATLANTICO,SOLEDAD,VENDAVAL,14,1.2,26.7
2008,07,CUNDINAMARCA,SOACHA,INCENDIO ESTRUCTURAL,2900,63.4,11.4
2008,06,CAUCA,BOLIVAR,INUNDACION,2300,45.3,16.8
1999,03,RISARALDA,PEREIRA,VENDAVAL,1342,220.2,21.9
2008,10,BOLIVAR,PINILLOS,INUNDACION,10,326.1,28.4
2012,03,ANTIOQUIA,CAREPA,INCENDIO FORESTAL,30,98.8,27
2007,06,CALDAS,SUPIA,DESLIZAMIENTO,1320,120.1,22.1
2012,10,SANTANDER,LANDAZURI,VENDAVAL,1085,341,22.5
2010,01,CAQUETA,ALBANIA,VENDAVAL,1690,158.4,18.5
2010,11,RISARALDA,SANTUARIO,INUNDACION,1650,217.2,18.7
2012,04,BOYACA,CAMPOHERMOSO,INUNDACION,1300,275.2,21.2
2012,09,TOLIMA,VILLAHERMOSA,VENDAVAL,2029,232,17
2004,03,HUILA,COLOMBIA,DESLIZAMIENTO,1476,133.7,19.5
1999,02,HUILA,GARZON,INUNDACION,1270,99.6,20.7
2013,06,TOLIMA,IBAGUE,INUNDACION,750,92.4,25.1
2012,08,CORDOBA,CIENAGA DE ORO,INUNDACION,40,191.6,27.8
2011,04,BOYACA,QUIPAMA,INUNDACION,1250,365.8,21.6
2013,05,VALLE DEL CAUCA,CALI,INUNDACION,954,132.9,25.2
2008,08,MAGDALENA,SANTA MARTA,INUNDACION,30,106.3,27.1
2005,11,ATLANTICO,BARRANQUILLA,INCENDIO ESTRUCTURAL,2,98.6,27.9
2006,10,NORTE DE SANTANDER,PAMPLONA,INUNDACION,2340,141.7,15.4
2002,06,NORTE DE SANTANDER,RAGONVALIA,INUNDACION,1760,125.5,17.3
2008,12,MAGDALENA,SALAMINA,INUNDACION,2696,130.8,11
2008,05,CUNDINAMARCA,SOACHA,EXPLOSION,2900,98.1,11.9
2010,05,CAQUETA,FLORENCIA,INUNDACION,280,478.7,24.8
2012,12,BOYACA,DUITAMA,ACCIDENTE DE TRANSITO,2700,128.3,11.9
2012,09,ANTIOQUIA,SAN RAFAEL,VENDAVAL,1016,456,22.9
2012,01,NARINO,SAN PABLO,DESLIZAMIENTO,165,26.5,28.7
2011,03,CHOCO,QUIBDO,DESLIZAMIENTO,53,554.5,26.9
2008,10,ATLANTICO,SOLEDAD,VENDAVAL,14,169.6,27.4
2012,04,TOLIMA,IBAGUE,DESLIZAMIENTO,750,200.7,24.7
2013,10,BOYACA,PUERTO BOYACA,VENDAVAL,350,290.6,27
2010,07,CORDOBA,CHIMA,INUNDACION,1090,226.4,23.4
2009,07,BOYACA,PUERTO BOYACA,INUNDACION,350,159.2,28.3
2008,12,CAUCA,FLORENCIA,INUNDACION,280,136,25.7
2012,09,CAUCA,PURACE,INCENDIO FORESTAL,2085,117.9,15.7
2013,09,HUILA,CAMPOALEGRE,INCENDIO FORESTAL,553,46.3,27.9
2002,05,CASANARE,VILLANUEVA,INUNDACION,255,437.2,25
1999,04,SANTANDER,BARRANCABERMEJA,INUNDACION,126,299.9,27.9
2012,06,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,90.7,23.2
2006,10,ATLANTICO,REPELON,INUNDACION,10,161.5,27.7
2003,03,CHOCO,BAHIA SOLANO,SISMO,4,192.5,26.2
2011,09,CORDOBA,MONTELIBANO,INUNDACION,50,335.8,27
2011,10,MAGDALENA,SANTA MARTA,INUNDACION,30,266.3,26.6
2011,12,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,53.9,13.9
2010,11,RISARALDA,PEREIRA,INUNDACION,1342,287.9,20.9
2010,07,BOYACA,TUNJA,INUNDACION,2690,49.1,12.2
2010,12,CASANARE,AGUAZUL,INUNDACION,380,36.8,27.2
2008,05,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1530,205.9,18.8
2009,04,BOYACA,SOGAMOSO,INUNDACION,2500,105.4,14.8
1998,04,CHOCO,QUIBDO,VENDAVAL,53,707.2,26.9
2007,05,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,INUNDACION,25,195.5,28.5
2012,04,CUNDINAMARCA,YACOPI,INUNDACION,1347,342.9,21.1
2007,11,SANTANDER,BOLIVAR,INUNDACION,2300,224,15.7
1999,03,CHOCO,BOJAYA,INUNDACION,20,233.9,27
2008,08,BOYACA,MONIQUIRA,INUNDACION,1700,150.8,18.9
2011,12,LA GUAJIRA,RIOHACHA,INUNDACION,4,31,27.3
2013,04,QUINDIO,ARMENIA,COLAPSO,1229,262.6,22
2013,08,NARINO,PUERRES,DESLIZAMIENTO,1776,363.1,15.9
2013,08,TOLIMA,VALLE DE SAN JUAN,INCENDIO FORESTAL,650,57.2,27.5
2012,07,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,954,47.7,25.4
2007,06,CALDAS,RIOSUCIO,DESLIZAMIENTO,2,256.2,27.3
2005,11,BOYACA,TUNJA,INUNDACION,2690,73.9,13.4
2011,02,HUILA,IQUIRA,INUNDACION,1095,183.6,23.2
2011,04,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1600,292.8,19.6
2011,04,CUNDINAMARCA,SUTATAUSA,INUNDACION,2700,92.3,14
2013,01,NARINO,MOSQUERA,INUNDACION,2543,22.3,12.8
2011,05,ARAUCA,ARAUCA,TORMENTA ELECTRICA,128,267.5,26.6
2001,07,CESAR,VALLEDUPAR,VENDAVAL,70,105.5,29.2
2007,11,CORDOBA,AYAPEL,INUNDACION,22,198.7,27.4
2005,05,VALLE DEL CAUCA,CALI,VENDAVAL,954,132.9,25.2
2012,08,ATLANTICO,SOLEDAD,VENDAVAL,14,112.6,28.1
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,325,53.7,28.7
2007,12,SANTANDER,BUCARAMANGA,INCENDIO ESTRUCTURAL,1018,66.6,22.8
2012,04,ATLANTICO,JUAN DE ACOSTA,INUNDACION,20,39.4,28.2
2005,02,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,81.4,22.7
2012,03,NARINO,CHACHAGUI,DESLIZAMIENTO,1816,128,19.1
2003,02,SANTANDER,MOGOTES,INCENDIO FORESTAL,1667,113.7,19.1
2006,11,CUNDINAMARCA,COGUA,INUNDACION,3100,98.1,10.6
2012,03,CAUCA,TOTORO,DESLIZAMIENTO,3000,85.1,10.6
2010,11,CAUCA,CAJIBIO,DESLIZAMIENTO,1850,304.3,18.1
2010,04,NARINO,SAN ANDRES DE TUMACO,INUNDACION,1,330.8,26.5
2013,08,BOYACA,VILLA DE LEYVA,INCENDIO FORESTAL,2215,40.2,16.9
2008,11,NORTE DE SANTANDER,CUCUTA,INUNDACION,100,290.6,27.3
2010,07,ANTIOQUIA,VEGACHI,INUNDACION,995,218.8,22.8
2008,11,VALLE DEL CAUCA,FLORIDA,DESLIZAMIENTO,1013,158.7,22.9
2010,07,ANTIOQUIA,CIUDAD BOLIVAR,INUNDACION,2100,230.4,16.8
2005,01,CAUCA,SANTANDER DE QUILICHAO,INCENDIO ESTRUCTURAL,1015,147.7,23.5
2004,05,SANTANDER,PUERTO PARRA,INUNDACION,168,315.2,28.1
2013,01,SANTANDER,SABANA DE TORRES,INCENDIO FORESTAL,328,43.4,27.7
2000,05,TOLIMA,VILLAHERMOSA,INUNDACION,2029,292.9,17.3
2012,06,CORDOBA,CIENAGA DE ORO,VENDAVAL,40,154.7,27.9
2010,06,TOLIMA,ATACO,AVALANCHA,500,88.1,26.2
2010,07,QUINDIO,ARMENIA,COLAPSO,1229,105.2,22.4
2007,07,BOGOTA DC,BOGOTA DC,VARIOS,2570,54.1,13.8
2011,04,BOYACA,DUITAMA,INUNDACION,2700,249.9,12.3
2004,05,ANTIOQUIA,VEGACHI,INUNDACION,995,253.9,22.7
2012,08,CAQUETA,BELEN DE LOS ANDAQUIES,VENDAVAL,300,269.4,24.8
2010,04,BOYACA,VILLA DE LEYVA,INUNDACION,2215,123,17.3
2005,03,CAQUETA,PUERTO RICO,VENDAVAL,285,377.5,26.1
2004,12,BOLIVAR,MAGANGUE,INUNDACION,18,47.3,27.7
2012,08,CESAR,SAN MARTIN,DERRAME DE HIDROCARBUROS,250,209.4,24.9
2000,01,NORTE DE SANTANDER,EL TARRA,DESLIZAMIENTO,180,85.9,26.8
2009,04,CUNDINAMARCA,CABRERA,DESLIZAMIENTO,2050,125.3,16.6
2012,10,BOYACA,SOGAMOSO,INUNDACION,2500,100.8,14.2
2008,04,TOLIMA,GUAMO,INUNDACION,360,203.9,27.4
2006,05,BOLIVAR,EL CARMEN DE BOLIVAR,INUNDACION,152,127.3,27.6
2011,05,CORDOBA,LORICA,INUNDACION,30,151.8,27.7
2007,11,BOLIVAR,RIO VIEJO,INUNDACION,160,116.4,27.5
2011,03,HUILA,LA PLATA,VENDAVAL,1070,169.4,22.4
2005,09,BOGOTA DC,BOGOTA DC,TORMENTA ELECTRICA,2570,53.1,13.7
2010,07,VALLE DEL CAUCA,BUENAVENTURA,VENDAVAL,5,690,25.8
2006,11,VALLE DEL CAUCA,BUENAVENTURA,INCENDIO ESTRUCTURAL,5,728.5,25.2
1999,04,TOLIMA,HONDA,INUNDACION,222,194.8,27.4
2006,11,CASANARE,VILLANUEVA,INUNDACION,255,183.9,26
2009,12,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1490,104.8,21.9
2013,08,HUILA,NEIVA,INCENDIO FORESTAL,1691,48.8,19
2002,06,LA GUAJIRA,RIOHACHA,INUNDACION,4,51.2,29.7
2008,12,CAUCA,MIRANDA,INUNDACION,1128,123.1,23.3
2012,04,SANTANDER,VELEZ,INUNDACION,2170,244,16.7
2001,11,CHOCO,QUIBDO,INUNDACION,53,683.1,26.2
2007,11,CALDAS,SUPIA,DESLIZAMIENTO,1320,240.8,21.3
2005,11,BOLIVAR,SAN PABLO,INUNDACION,165,223.1,27.8
2007,05,CORDOBA,MONTERIA,INUNDACION,30,174.6,27.4
2006,02,CHOCO,QUIBDO,INUNDACION,53,500.7,26.7
2011,04,BOLIVAR,RIO VIEJO,INUNDACION,160,160.2,28.8
2006,04,VALLE DEL CAUCA,ARGELIA,DESLIZAMIENTO,1600,170.1,20.5
2010,12,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1530,184.3,18.2
2011,12,CUNDINAMARCA,UBAQUE,INUNDACION,2980,54.6,11.8
2013,04,CESAR,SAN MARTIN,INUNDACION,250,341.3,25.6
2012,07,BOYACA,PUERTO BOYACA,INCENDIO FORESTAL,350,159.2,28.3
2011,05,SANTANDER,PUERTO WILCHES,INUNDACION,138,389.3,28.7
2012,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,123.9,22.6
2013,07,CASANARE,YOPAL,ACCIDENTE,325,330.4,24.9
2011,04,TOLIMA,PURIFICACION,INUNDACION,400,231.7,26.2
2004,11,BOYACA,PUERTO BOYACA,INUNDACION,350,190.4,27.1
1999,09,MAGDALENA,CIENAGA,INUNDACION,20,128.2,28.1
2013,09,BOLIVAR,CARTAGENA,TORMENTA ELECTRICA,1,114.9,28.2
2012,11,VALLE DEL CAUCA,BUENAVENTURA,DERRAME DE HIDROCARBUROS,5,728.5,25.2
2013,09,SANTANDER,LEBRIJA,INCENDIO FORESTAL,1189,100.8,21.4
2012,01,BOYACA,PUERTO BOYACA,INCENDIO ESTRUCTURAL,350,65.6,28
2009,04,QUINDIO,CALARCA,VENDAVAL,1450,253,20.7
2013,04,MAGDALENA,CIENAGA,INCENDIO ESTRUCTURAL,20,30.1,29.5
2002,05,NORTE DE SANTANDER,CUCUTA,INUNDACION,100,202.4,28.3
2009,03,CUNDINAMARCA,ALBAN,DESLIZAMIENTO,2200,132.5,15.6
2011,06,RISARALDA,PUEBLO RICO,VENDAVAL,1530,194.7,18.7
2012,10,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1018,123.9,22.6
2010,12,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,750,78.1,24.7
2013,02,NARINO,SAN ANDRES DE TUMACO,SISMO,1,276.8,26.1
2010,05,TOLIMA,ATACO,INUNDACION,500,215.5,26.1
2010,08,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,81.7,23.2
1999,04,NORTE DE SANTANDER,RAGONVALIA,DESLIZAMIENTO,1760,163.3,17.3
2008,07,VALLE DEL CAUCA,CALI,INUNDACION,954,47.7,25.4
2013,09,QUINDIO,ARMENIA,TORMENTA ELECTRICA,1229,182.9,22
2006,03,TOLIMA,IBAGUE,INUNDACION,750,115.1,25.1
2012,04,CORDOBA,PUERTO ESCONDIDO,INUNDACION,15,91.3,28.2
2013,04,TOLIMA,CHAPARRAL,INCENDIO ESTRUCTURAL,1000,372.1,23.2
2005,04,NARINO,BARBACOAS,INUNDACION,1010,455.7,20.9
2013,04,VALLE DEL CAUCA,FLORIDA,VENDAVAL,1013,169,23.5
2012,07,TOLIMA,VILLAHERMOSA,ERUPCION,2029,108.1,16.9
1999,08,SANTANDER,BUCARAMANGA,VARIOS,1018,81.7,23.2
2013,07,TOLIMA,ESPINAL,TORMENTA ELECTRICA,475,65.9,27.6
2013,10,TOLIMA,IBAGUE,INUNDACION,750,170.9,24.8
2012,08,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1600,173.7,20.1
2013,01,SANTANDER,MOGOTES,INCENDIO FORESTAL,1667,67.1,18.8
2009,03,HUILA,GUADALUPE,INUNDACION,2102,162.1,16.2
2007,02,TOLIMA,IBAGUE,DESLIZAMIENTO,750,72.6,25.2
2011,04,RISARALDA,SANTA ROSA DE CABAL,DESLIZAMIENTO,1600,292.8,19.6
2012,02,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,INUNDACION,25,23,28.9
1998,05,CAUCA,MIRANDA,INUNDACION,1128,120.4,23.4
2003,06,RISARALDA,PEREIRA,VENDAVAL,1342,196.1,21.5
2004,11,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,104.1,22.6
1999,10,GUAINIA,INIRIDA,INUNDACION,100,224.3,26.7
2011,10,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1229,249.7,21.5
2013,04,SANTANDER,GUADALUPE,INUNDACION,2102,206.7,16.2
1999,10,BOLIVAR,ARJONA,INUNDACION,10,195.3,27.2
2013,09,TOLIMA,IBAGUE,VENDAVAL,750,152.9,25.8
2011,09,CHOCO,BAHIA SOLANO,MAREJADA,4,565,25.6
2010,12,CHOCO,QUIBDO,INUNDACION,53,631.8,26.2
2011,10,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,339.9,27.9
2007,05,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1490,213.5,22.6
2011,10,CUNDINAMARCA,GUASCA,INUNDACION,2750,85,13.2
2008,11,NORTE DE SANTANDER,TIBU,INUNDACION,62,294.4,28.3
2003,03,CESAR,AGUSTIN CODAZZI,INCENDIO FORESTAL,180,80.1,30.3
2011,10,CESAR,VALLEDUPAR,INUNDACION,70,193.1,27.7
1998,12,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,5,675.8,25.3
2007,11,META,GRANADA,INUNDACION,360,225.3,25.6
1999,12,BOYACA,CHISCAS,DESLIZAMIENTO,2350,55.5,17
2011,06,BOYACA,TUNJA,INCENDIO ESTRUCTURAL,2690,55,12.7
2005,12,NORTE DE SANTANDER,TEORAMA,INUNDACION,1160,87.4,20.7
2012,02,CESAR,VALLEDUPAR,INCENDIO FORESTAL,70,10.2,30.2
2010,12,NARINO,ALBAN,INUNDACION,2200,120.4,15.3
2010,06,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2570,58,14
2013,02,SUCRE,COROZAL,INCENDIO FORESTAL,166,19.6,28
2010,06,BOYACA,QUIPAMA,DESLIZAMIENTO,1250,239.6,21.7
2012,04,QUINDIO,BUENAVISTA,DESLIZAMIENTO,2200,207.7,16
2009,03,ANTIOQUIA,MEDELLIN,INUNDACION,1490,129.1,22.7
2005,02,TOLIMA,SALDANA,INUNDACION,425,115.5,28
2010,12,ANTIOQUIA,ARMENIA,INUNDACION,1229,175.2,21.9
2013,10,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2900,98.2,11.7
2012,07,RISARALDA,PEREIRA,INCENDIO FORESTAL,1342,133.5,21.7
2004,04,CUNDINAMARCA,MOSQUERA,INUNDACION,2543,92.8,13.7
2004,07,ANTIOQUIA,VALDIVIA,DESLIZAMIENTO,1200,346,21.9
2004,06,CORDOBA,MONTERIA,INUNDACION,30,153.3,27.5
2013,05,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1018,139.7,23.2
2005,02,SANTANDER,BOLIVAR,INUNDACION,2300,135.8,16
2011,11,NORTE DE SANTANDER,EL ZULIA,COLAPSO,90,280.3,27
2013,01,SANTANDER,SURATA,INCENDIO FORESTAL,1850,18.1,17.5
2008,04,VALLE DEL CAUCA,TULUA,VENDAVAL,2902,108.8,12
2012,05,ANTIOQUIA,BARBOSA,DESLIZAMIENTO,1500,246.8,22.1
2008,11,ANTIOQUIA,CANASGORDAS,DESLIZAMIENTO,1200,289.2,21.2
2007,06,TOLIMA,PLANADAS,INUNDACION,1355,109.4,22.5
2012,08,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,954,40.3,25.8
2010,11,NARINO,TANGUA,DESLIZAMIENTO,2800,137.8,12.9
2011,04,QUINDIO,CALARCA,INUNDACION,1450,253,20.7
2011,12,HUILA,PALERMO,DESLIZAMIENTO,460,177.6,26.4
1999,12,ANTIOQUIA,ARGELIA,DESLIZAMIENTO,1600,91.8,20.4
2012,09,HUILA,PALERMO,INCENDIO FORESTAL,460,59.2,27.7
2012,03,ANTIOQUIA,TURBO,INCENDIO FORESTAL,37,75.6,27.3
2005,10,TOLIMA,VILLAHERMOSA,VENDAVAL,2029,308.2,16.7
2003,09,VALLE DEL CAUCA,ARGELIA,INUNDACION,1600,126.5,20.5
2012,01,CAQUETA,SAN VICENTE DEL CAGUAN,INCENDIO FORESTAL,300,49.1,27.3
2010,12,QUINDIO,ARMENIA,DESLIZAMIENTO,1229,175.2,21.9
2004,07,BOLIVAR,MAGANGUE,VENDAVAL,18,175.7,28.3
2003,08,HUILA,NEIVA,INCENDIO ESTRUCTURAL,1691,48.8,19
2013,10,TOLIMA,CAJAMARCA,VENDAVAL,2120,108.3,15.8
2011,04,TOLIMA,ATACO,INUNDACION,500,255,25.9
2012,04,BOYACA,SAMACA,INUNDACION,2600,83.5,14.5
2005,04,LA GUAJIRA,RIOHACHA,EROSION,4,31.3,28
1999,12,QUINDIO,BUENAVISTA,DESLIZAMIENTO,2200,96.1,15.8
2013,09,VALLE DEL CAUCA,CALI,INUNDACION,954,69.9,25.5
2010,04,VALLE DEL CAUCA,PALMIRA,INUNDACION,1058,158.1,23.3
2005,11,CASANARE,YOPAL,INUNDACION,325,134.3,26.7
2003,01,NORTE DE SANTANDER,TIBU,INCENDIO FORESTAL,62,91.5,27.8
2010,10,QUINDIO,CALARCA,DESLIZAMIENTO,1450,253.7,19.9
2008,05,NARINO,TUQUERRES,DESLIZAMIENTO,3120,108.4,11.4
2013,07,ANTIOQUIA,PENOL,DESLIZAMIENTO,1956,207.7,18.7
2010,11,HUILA,NEIVA,INCENDIO ESTRUCTURAL,1691,229.1,18.4
2012,02,CORDOBA,MONTELIBANO,INCENDIO ESTRUCTURAL,50,32.8,27.5
2012,09,NORTE DE SANTANDER,SARDINATA,INCENDIO FORESTAL,320,189,27.2
2010,10,CAUCA,SAN SEBASTIAN,COLAPSO,2900,111.1,10.7
2012,02,ANTIOQUIA,TURBO,INCENDIO FORESTAL,37,50,27.2
2006,01,CAQUETA,EL DONCELLO,VENDAVAL,270,76.4,26.8
2012,12,SANTANDER,BUCARAMANGA,INUNDACION,1018,66.6,22.8
2012,11,TOLIMA,VILLAHERMOSA,VENDAVAL,2029,270.8,16.7
2008,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2570,95.3,13.8
2000,03,ATLANTICO,JUAN DE ACOSTA,INUNDACION,20,1.6,27.7
2010,12,LA GUAJIRA,HATONUEVO,INUNDACION,80,64.1,27.1
2011,10,CUNDINAMARCA,GACHETA,INUNDACION,1752,113.9,19.3
1999,05,BOLIVAR,PINILLOS,INUNDACION,10,223.4,28.7
2003,06,LA GUAJIRA,RIOHACHA,VENDAVAL,4,51.2,29.7
1998,07,LA GUAJIRA,FONSECA,VENDAVAL,170,70.2,29
2007,07,ANTIOQUIA,APARTADO,VENDAVAL,23,255,26.7
2008,03,CESAR,VALLEDUPAR,VENDAVAL,70,69.3,30.3
2010,11,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2300,224,15.7
2008,04,LA GUAJIRA,FONSECA,INUNDACION,170,68.5,28.3
2004,06,ANTIOQUIA,CAREPA,VENDAVAL,30,316.3,26.9
2008,05,ANTIOQUIA,FREDONIA,INUNDACION,530,219.7,25.9
2006,01,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,165.9,26.5
2012,05,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,100,202.4,28.3
2011,03,NARINO,MOSQUERA,INUNDACION,2543,57.2,13.4
2006,10,LA GUAJIRA,RIOHACHA,INUNDACION,4,148.8,28
2010,09,NORTE DE SANTANDER,EL ZULIA,INUNDACION,90,188,28
2008,11,VALLE DEL CAUCA,BUENAVENTURA,DESLIZAMIENTO,5,728.5,25.2
2005,02,NORTE DE SANTANDER,SARDINATA,INUNDACION,320,86.9,25.6
2000,01,NORTE DE SANTANDER,LA PLAYA,DESLIZAMIENTO,1500,13.2,18.6
2012,04,META,VILLAVICENCIO,DESLIZAMIENTO,423,520.2,25.7
2013,01,SANTANDER,GIRON,INCENDIO FORESTAL,777,38.5,25.2
2010,12,CAUCA,ARGELIA,INUNDACION,1600,91.8,20.4
2001,08,NORTE DE SANTANDER,OCANA,INCENDIO FORESTAL,1435,114.1,21.7
2013,02,CUNDINAMARCA,NEMOCON,ACCIDENTE MINERO,2580,53,14
2013,01,SANTANDER,BOLIVAR,INCENDIO FORESTAL,2300,166.2,15.9
2013,06,HUILA,NEIVA,ACCIDENTE DE TRANSITO,1691,65.7,19
2004,08,CAUCA,LA SIERRA,VENDAVAL,1870,41.4,18.7
2010,09,TOLIMA,MELGAR,COLAPSO,319,86.8,28.4
2011,10,ANTIOQUIA,GRANADA,VENDAVAL,360,276.8,25.5
2005,05,ANTIOQUIA,CAREPA,INUNDACION,30,320.9,27
2013,09,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2900,52.8,11.7
2012,01,NARINO,SAN PABLO,DESLIZAMIENTO,165,26.5,28.7
2013,01,VICHADA,PUERTO CARRENO,INCENDIO FORESTAL,50,11.1,29.5
2012,08,TOLIMA,LERIDA,INCENDIO FORESTAL,350,111.2,28.9
2002,10,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,5,790,25.3
2012,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000,98.8,16.9
