Anio,Mes,Departamento,Municipio,Evento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
2007,12,ANTIOQUIA,VENECIA,INUNDACION,1500-2000,100-200,15-20
2008,12,HUILA,PITALITO,INUNDACION,1000-1500,0-100,20-25
2013,05,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,200-300,20-25
2013,02,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,04,CASANARE,TAURAMENA,INUNDACION,0-500,300-400,25-30
2008,11,CAUCA,PATIA,DESLIZAMIENTO,500-1000,200-300,25-30
2012,04,QUINDIO,ARMENIA,TORMENTA ELECTRICA,1000-1500,200-300,20-25
2013,03,BOGOTA DC,BOGOTA DC,INUNDACION,2500-3000,0-100,10-15
2008,11,META,FUENTE DE ORO,INUNDACION,0-500,100-200,25-30
2011,04,CUNDINAMARCA,GUASCA,INUNDACION,2500-3000,0-100,10-15
2001,07,QUINDIO,CALARCA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2008,12,CALDAS,ANSERMA,VENDAVAL,1500-2000,100-200,15-20
2013,09,CUNDINAMARCA,ANOLAIMA,INCENDIO FORESTAL,1500-2000,0-100,15-20
2010,12,BOYACA,BUENAVISTA,INUNDACION,2000-2500,0-100,15-20
2000,05,NARINO,LA UNION,DESLIZAMIENTO,2000-2500,300-400,15-20
2008,11,SANTANDER,ALBANIA,INUNDACION,1500-2000,300-400,15-20
2011,12,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,0-100,20-25
2008,11,QUINDIO,ARMENIA,ERUPCION,1000-1500,200-300,20-25
2007,09,CESAR,PAILITAS,INUNDACION,0-500,200-300,25-30
2008,07,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
2006,01,BOYACA,TUNJA,EXPLOSION,2500-3000,0-100,10-15
2009,08,CAUCA,MERCADERES,CONTAMINACION,500-1000,0-100,25-30
2009,04,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
2007,11,HUILA,GARZON,INUNDACION,1000-1500,100-200,20-25
2012,12,VALLE DEL CAUCA,CALI,EXPLOSION,500-1000,0-100,20-25
2013,03,TOLIMA,AMBALEMA,TORMENTA ELECTRICA,0-500,0-100,25-30
2005,06,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,0-100,25-30
2004,11,ATLANTICO,MANATI,INUNDACION,0-500,0-100,25-30
2013,08,PUTUMAYO,VILLAGARZON,INUNDACION,0-500,200-300,20-25
2008,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2002,11,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2013,08,TOLIMA,IBAGUE,INCENDIO ESTRUCTURAL,500-1000,0-100,25-30
2008,11,BOYACA,PUERTO BOYACA,INUNDACION,0-500,100-200,25-30
2011,05,CESAR,BECERRIL,INUNDACION,0-500,200-300,25-30
2008,11,SANTANDER,BARRANCABERMEJA,INUNDACION,0-500,300-400,25-30
2013,04,META,VISTAHERMOSA,INUNDACION,0-500,300-400,25-30
2010,11,RISARALDA,SANTUARIO,DESLIZAMIENTO,1500-2000,200-300,15-20
2013,04,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2009,01,NARINO,TAMINANGO,DESLIZAMIENTO,1500-2000,100-200,15-20
2011,04,VALLE DEL CAUCA,ARGELIA,DESLIZAMIENTO,1500-2000,100-200,20-25
2011,06,NARINO,SAPUYES,DESLIZAMIENTO,3000-3500,0-100,10-15
2006,05,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2013,06,BOGOTA DC,BOGOTA DC,EXPLOSION,2500-3000,0-100,10-15
2012,06,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2007,04,NORTE DE SANTANDER,SALAZAR,AVALANCHA,1000-1500,200-300,20-25
2012,10,HUILA,IQUIRA,INCENDIO FORESTAL,1000-1500,100-200,20-25
1998,09,ANTIOQUIA,SANTO DOMINGO,DESLIZAMIENTO,1500-2000,400-500,20-25
2001,01,CUNDINAMARCA,COGUA,INCENDIO FORESTAL,3000-3500,0-100,10-15
2008,11,SANTANDER,SABANA DE TORRES,INUNDACION,0-500,200-300,25-30
2009,03,HUILA,AGRADO,DESLIZAMIENTO,500-1000,100-200,20-25
2011,11,RISARALDA,PUEBLO RICO,DESLIZAMIENTO,1500-2000,200-300,15-20
2011,12,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
2011,11,HUILA,CAMPOALEGRE,DESLIZAMIENTO,500-1000,200-300,25-30
2011,04,CUNDINAMARCA,TABIO,COLAPSO,2500-3000,0-100,10-15
2012,04,SANTANDER,BUCARAMANGA,INUNDACION,1000-1500,100-200,20-25
2013,03,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,500-600,25-30
2013,08,TOLIMA,PRADO,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2012,06,CUNDINAMARCA,SAN BERNARDO,INUNDACION,2000-2500,0-100,15-20
2010,05,ANTIOQUIA,VEGACHI,INUNDACION,500-1000,200-300,20-25
2007,03,CAUCA,SOTARA,SISMO,2000-2500,100-200,10-15
1998,06,CORDOBA,LORICA,SEQUIA,0-500,100-200,25-30
2012,04,PUTUMAYO,MOCOA,INUNDACION,500-1000,300-400,20-25
1999,12,HUILA,CAMPOALEGRE,AVALANCHA,500-1000,100-200,25-30
2012,03,PUTUMAYO,MOCOA,INUNDACION,500-1000,200-300,20-25
2010,11,HUILA,COLOMBIA,VENDAVAL,1000-1500,100-200,15-20
2012,07,SANTANDER,GAMBITA,INCENDIO FORESTAL,1500-2000,100-200,15-20
2012,07,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
2011,12,HUILA,SANTA MARIA,DESLIZAMIENTO,1000-1500,100-200,20-25
2002,03,VALLE DEL CAUCA,GUADALAJARA DE BUGA,INUNDACION,500-1000,100-200,20-25
2013,10,CUNDINAMARCA,SOACHA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2009,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,07,NORTE DE SANTANDER,SARDINATA,INCENDIO FORESTAL,0-500,0-100,25-30
2012,01,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2013,08,CALDAS,MANIZALES,DESLIZAMIENTO,2000-2500,0-100,15-20
2011,10,CESAR,CHIRIGUANA,INUNDACION,0-500,200-300,25-30
2011,04,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,700-800,25-30
2010,12,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2013,07,TOLIMA,ARMERO,INCENDIO FORESTAL,0-500,0-100,25-30
2013,08,LA GUAJIRA,ALBANIA,DESLIZAMIENTO,1500-2000,100-200,15-20
2013,06,CHOCO,QUIBDO,VENDAVAL,0-500,700-800,25-30
2013,08,TOLIMA,ARMERO,INCENDIO FORESTAL,0-500,100-200,25-30
2007,03,VALLE DEL CAUCA,BUENAVENTURA,INUNDACION,0-500,300-400,25-30
2012,03,RISARALDA,PEREIRA,INUNDACION,1000-1500,200-300,20-25
2013,03,CASANARE,AGUAZUL,INCENDIO FORESTAL,0-500,100-200,25-30
2012,09,QUINDIO,CALARCA,INCENDIO FORESTAL,1000-1500,100-200,20-25
1999,04,CAUCA,GUAPI,INUNDACION,0-500,400-500,25-30
2012,04,VALLE DEL CAUCA,ZARZAL,INCENDIO FORESTAL,500-1000,100-200,20-25
2010,11,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,08,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,100-200,20-25
2005,02,SANTANDER,GIRON,INUNDACION,500-1000,0-100,25-30
2000,02,VALLE DEL CAUCA,PALMIRA,INUNDACION,1000-1500,0-100,20-25
2005,10,LA GUAJIRA,MAICAO,VENDAVAL,0-500,200-300,25-30
2009,03,TOLIMA,PLANADAS,INUNDACION,1000-1500,200-300,20-25
2004,11,ANTIOQUIA,VALDIVIA,DESLIZAMIENTO,1000-1500,400-500,20-25
2008,11,QUINDIO,CALARCA,INUNDACION,1000-1500,300-400,15-20
2007,02,CHOCO,QUIBDO,SEQUIA,0-500,500-600,25-30
2011,04,NORTE DE SANTANDER,CONVENCION,DESLIZAMIENTO,1000-1500,100-200,20-25
2005,06,CORDOBA,LORICA,INUNDACION,0-500,100-200,25-30
2004,03,BOYACA,SATIVANORTE,SEQUIA,2500-3000,0-100,15-20
2000,12,CHOCO,BOJAYA,INUNDACION,0-500,300-400,25-30
2009,03,TOLIMA,IBAGUE,INUNDACION,500-1000,100-200,25-30
2012,08,CUNDINAMARCA,FUSAGASUGA,INUNDACION,1000-1500,0-100,20-25
2001,01,CUNDINAMARCA,FUSAGASUGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2011,04,NARINO,PASTO,DESLIZAMIENTO,2500-3000,100-200,10-15
2012,02,ATLANTICO,BARRANQUILLA,VENDAVAL,0-500,0-100,25-30
2012,07,VALLE DEL CAUCA,YUMBO,INCENDIO FORESTAL,1500-2000,0-100,20-25
2008,12,BOYACA,SATIVANORTE,INUNDACION,2500-3000,0-100,15-20
2010,08,CORDOBA,BUENAVISTA,INUNDACION,2000-2500,0-100,15-20
2012,10,CUNDINAMARCA,NEMOCON,INUNDACION,2500-3000,0-100,10-15
2001,02,VALLE DEL CAUCA,ZARZAL,INCENDIO FORESTAL,500-1000,0-100,20-25
2008,04,NORTE DE SANTANDER,CUCUTA,INUNDACION,0-500,200-300,25-30
2011,11,NORTE DE SANTANDER,CUCUTA,DESLIZAMIENTO,0-500,200-300,25-30
2011,04,CUNDINAMARCA,FUQUENE,INUNDACION,2500-3000,100-200,10-15
2011,10,CUNDINAMARCA,GRANADA,INUNDACION,0-500,200-300,25-30
2013,01,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,500-1000,0-100,25-30
2011,12,CUNDINAMARCA,FUSAGASUGA,INUNDACION,1000-1500,100-200,20-25
1999,11,NORTE DE SANTANDER,SAN CAYETANO,INUNDACION,2000-2500,100-200,15-20
2000,02,BOYACA,DUITAMA,INCENDIO FORESTAL,2500-3000,100-200,10-15
2004,11,LA GUAJIRA,MANAURE,INUNDACION,0-500,0-100,25-30
2011,09,QUINDIO,ARMENIA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2013,10,HUILA,NEIVA,INCENDIO FORESTAL,1500-2000,200-300,15-20
2005,05,ANTIOQUIA,SAN CARLOS,INUNDACION,1000-1500,400-500,20-25
2011,04,HUILA,PITALITO,INUNDACION,1000-1500,100-200,20-25
2011,10,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,200-300,25-30
2012,01,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2012,09,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2013,09,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
2008,10,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
2013,04,ANTIOQUIA,TURBO,DERRAME,0-500,200-300,25-30
2004,10,NORTE DE SANTANDER,OCANA,INUNDACION,1000-1500,100-200,20-25
2012,01,NARINO,CHACHAGUI,DESLIZAMIENTO,1500-2000,0-100,15-20
1998,11,TOLIMA,CHAPARRAL,VARIOS,1000-1500,300-400,20-25
2009,05,BOYACA,QUIPAMA,DESLIZAMIENTO,1000-1500,300-400,20-25
2010,07,ANTIOQUIA,CAUCASIA,INUNDACION,0-500,300-400,25-30
2006,11,MAGDALENA,SANTA MARTA,INUNDACION,0-500,200-300,25-30
2010,04,CUNDINAMARCA,SAN FRANCISCO,INCENDIO ESTRUCTURAL,2000-2500,100-200,10-15
2001,02,NORTE DE SANTANDER,PAMPLONA,INCENDIO FORESTAL,2000-2500,0-100,10-15
2002,08,CHOCO,MEDIO SAN JUAN,VENDAVAL,0-500,600-700,25-30
2007,05,CESAR,AGUACHICA,INUNDACION,0-500,100-200,25-30
2007,08,CHOCO,QUIBDO,INUNDACION,0-500,800-900,25-30
2004,05,META,VILLAVICENCIO,INUNDACION,0-500,600-700,25-30
2001,08,SANTANDER,EL CARMEN DE CHUCURI,VENDAVAL,500-1000,200-300,20-25
2013,01,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2007,10,SANTANDER,EL CARMEN DE CHUCURI,INUNDACION,500-1000,200-300,20-25
2010,12,BOLIVAR,ARJONA,INUNDACION,0-500,0-100,25-30
2013,01,SANTANDER,TONA,INCENDIO FORESTAL,3000-3500,0-100,5-10
2007,07,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
2010,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2010,05,META,LEJANIAS,EROSION,500-1000,500-600,20-25
2013,02,META,PUERTO LLERAS,INCENDIO FORESTAL,0-500,0-100,25-30
2012,04,CASANARE,VILLANUEVA,INUNDACION,0-500,300-400,25-30
2011,04,TOLIMA,IBAGUE,INUNDACION,500-1000,200-300,20-25
2010,10,BOLIVAR,MARIA LA BAJA,INUNDACION,0-500,200-300,25-30
2009,12,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,2000-2500,100-200,15-20
2011,12,CAUCA,PURACE,INUNDACION,2000-2500,100-200,15-20
2011,09,ATLANTICO,BARRANQUILLA,INUNDACION,0-500,100-200,25-30
2013,08,CAQUETA,FLORENCIA,INUNDACION,0-500,300-400,20-25
2010,10,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,100-200,10-15
2004,02,BOLIVAR,SAN PABLO,INCENDIO ESTRUCTURAL,0-500,0-100,25-30
2008,09,ANTIOQUIA,FREDONIA,DESLIZAMIENTO,500-1000,200-300,25-30
2011,10,QUINDIO,CALARCA,DESLIZAMIENTO,1000-1500,200-300,15-20
2010,11,RISARALDA,PEREIRA,INCENDIO ESTRUCTURAL,1000-1500,200-300,20-25
2005,07,CHOCO,QUIBDO,VENDAVAL,0-500,800-900,25-30
2013,07,ANTIOQUIA,MEDELLIN,INCENDIO FORESTAL,1000-1500,100-200,20-25
2011,05,NORTE DE SANTANDER,LA PLAYA,INUNDACION,1500-2000,100-200,20-25
2004,09,TOLIMA,SAN SEBASTIAN DE MARIQUITA,VENDAVAL,500-1000,200-300,25-30
1999,06,CHOCO,BAHIA SOLANO,INUNDACION,0-500,400-500,25-30
1999,11,MAGDALENA,CONCORDIA,INUNDACION,1500-2000,200-300,15-20
2012,05,NARINO,PUERRES,DESLIZAMIENTO,1500-2000,300-400,15-20
2012,11,NARINO,PASTO,DESLIZAMIENTO,2500-3000,100-200,10-15
2012,06,SANTANDER,GIRON,INUNDACION,500-1000,0-100,25-30
2004,10,CORDOBA,SAN BERNARDO DEL VIENTO,INUNDACION,0-500,0-100,25-30
2006,08,CORDOBA,CERETE,INUNDACION,0-500,100-200,25-30
2008,05,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2011,12,CORDOBA,MONTERIA,INUNDACION,0-500,0-100,25-30
2012,02,CAQUETA,EL DONCELLO,VENDAVAL,0-500,100-200,25-30
2013,10,BOYACA,PUERTO BOYACA,INUNDACION,0-500,200-300,25-30
2008,11,CUNDINAMARCA,ANAPOIMA,INUNDACION,500-1000,100-200,20-25
2005,01,CASANARE,OROCUE,INUNDACION,0-500,0-100,25-30
2001,09,TOLIMA,MELGAR,INCENDIO FORESTAL,0-500,0-100,25-30
2012,08,MAGDALENA,CONCORDIA,VENDAVAL,1500-2000,100-200,15-20
2011,06,QUINDIO,ARMENIA,DESLIZAMIENTO,1000-1500,100-200,20-25
2013,02,CAUCA,BOLIVAR,SISMO,2000-2500,100-200,15-20
2012,01,HUILA,PALERMO,INUNDACION,0-500,100-200,25-30
2013,07,CAQUETA,FLORENCIA,INCENDIO ESTRUCTURAL,0-500,400-500,20-25
2007,05,TOLIMA,SALDANA,INUNDACION,0-500,100-200,25-30
2012,04,CAUCA,PIENDAMO,VENDAVAL,1500-2000,200-300,15-20
2002,02,CAUCA,BOLIVAR,SEQUIA/INCENDIOS FORESTALES,2000-2500,100-200,15-20
2011,05,BOYACA,SOGAMOSO,INUNDACION,2500-3000,0-100,10-15
2013,10,CAUCA,SOTARA,VENDAVAL,2000-2500,200-300,10-15
2012,03,HUILA,GARZON,DESLIZAMIENTO,1000-1500,100-200,20-25
1999,02,VALLE DEL CAUCA,YUMBO,INUNDACION,1500-2000,0-100,20-25
2005,12,HUILA,NEIVA,INUNDACION,1500-2000,100-200,15-20
2010,02,HUILA,SAN AGUSTIN,SEQUIA,1500-2000,100-200,15-20
2013,08,HUILA,CAMPOALEGRE,INCENDIO FORESTAL,500-1000,0-100,25-30
2007,11,VALLE DEL CAUCA,TULUA,AVALANCHA,2500-3000,100-200,10-15
2011,06,BOYACA,SOGAMOSO,EXPLOSION,2500-3000,0-100,10-15
2003,02,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,200-300,25-30
2001,04,NARINO,SAN ANDRES DE TUMACO,INCENDIO ESTRUCTURAL,0-500,300-400,25-30
2012,02,QUINDIO,CALARCA,INCENDIO ESTRUCTURAL,1000-1500,100-200,20-25
2013,01,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,500-600,25-30
2009,04,TOLIMA,MELGAR,INUNDACION,0-500,100-200,25-30
2013,07,ARAUCA,ARAUCA,ACCIDENTE,0-500,300-400,25-30
2005,05,TOLIMA,IBAGUE,DESLIZAMIENTO,500-1000,200-300,20-25
2000,05,NARINO,TANGUA,INUNDACION,2500-3000,0-100,10-15
1999,11,CHOCO,SAN JOSE DEL PALMAR,INUNDACION,1000-1500,500-600,20-25
2013,03,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,100-200,25-30
2013,01,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,500-1000,0-100,25-30
2013,09,ANTIOQUIA,ARBOLETES,INUNDACION,0-500,100-200,25-30
2003,01,ANTIOQUIA,MEDELLIN,INCENDIO ESTRUCTURAL,1000-1500,0-100,20-25
2008,11,CUNDINAMARCA,VENECIA,INUNDACION,1500-2000,200-300,15-20
2010,08,MAGDALENA,EL BANCO,INUNDACION,0-500,200-300,25-30
2013,02,CASANARE,YOPAL,INCENDIO FORESTAL,0-500,0-100,25-30
2010,09,ATLANTICO,BARRANQUILLA,DESLIZAMIENTO,0-500,100-200,25-30
2011,06,CUNDINAMARCA,PARATEBUENO,VENDAVAL,0-500,400-500,20-25
2007,08,CESAR,VALLEDUPAR,VENDAVAL,0-500,100-200,25-30
2011,04,ARAUCA,SARAVENA,INUNDACION,0-500,200-300,25-30
2013,07,CESAR,CHIRIGUANA,INCENDIO ESTRUCTURAL,0-500,100-200,25-30
2013,03,SANTANDER,GUADALUPE,INCENDIO FORESTAL,2000-2500,100-200,15-20
2012,06,ARAUCA,TAME,INUNDACION,0-500,300-400,25-30
2010,07,VALLE DEL CAUCA,TULUA,COLAPSO,2500-3000,0-100,10-15
2007,05,NARINO,PASTO,ERUPCION,2500-3000,100-200,10-15
2011,12,HUILA,SUAZA,INUNDACION,1000-1500,0-100,20-25
2012,12,VALLE DEL CAUCA,SEVILLA,VENDAVAL,1500-2000,200-300,15-20
2004,11,SANTANDER,RIONEGRO,INUNDACION,2000-2500,100-200,15-20
2008,06,CAQUETA,FLORENCIA,INUNDACION,0-500,400-500,20-25
2012,03,HUILA,SUAZA,DESLIZAMIENTO,1000-1500,100-200,20-25
2012,08,VALLE DEL CAUCA,TULUA,VENDAVAL,2500-3000,0-100,10-15
2010,05,CUNDINAMARCA,FUSAGASUGA,INUNDACION,1000-1500,100-200,20-25
2011,12,MAGDALENA,SALAMINA,INUNDACION,2500-3000,100-200,10-15
2008,10,ATLANTICO,JUAN DE ACOSTA,INUNDACION,0-500,100-200,25-30
2000,03,CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2007,05,NARINO,MOSQUERA,VENDAVAL,2500-3000,0-100,10-15
2008,11,TOLIMA,IBAGUE,SISMO,500-1000,100-200,20-25
2012,03,CASANARE,VILLANUEVA,INCENDIO FORESTAL,0-500,100-200,25-30
2010,05,VALLE DEL CAUCA,PALMIRA,VENDAVAL,1000-1500,100-200,20-25
2007,08,META,VILLAVICENCIO,INUNDACION,0-500,300-400,20-25
2013,10,BOLIVAR,CARTAGENA,INUNDACION,0-500,100-200,25-30
2012,02,CUNDINAMARCA,PACHO,INUNDACION,2000-2500,100-200,15-20
2009,04,CAUCA,SANTANDER DE QUILICHAO,VENDAVAL,1000-1500,200-300,20-25
2011,08,HUILA,IQUIRA,DESLIZAMIENTO,1000-1500,0-100,20-25
2013,09,ANTIOQUIA,CHIGORODO,INUNDACION,0-500,400-500,25-30
2010,09,NORTE DE SANTANDER,TIBU,DESLIZAMIENTO,0-500,200-300,25-30
2012,04,CUNDINAMARCA,GUASCA,INUNDACION,2500-3000,0-100,10-15
2012,09,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,100-200,25-30
2010,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2009,04,HUILA,NEIVA,DESLIZAMIENTO,1500-2000,100-200,15-20
2011,10,RISARALDA,SANTA ROSA DE CABAL,VENDAVAL,1500-2000,200-300,15-20
2012,01,NARINO,SAN BERNARDO,INUNDACION,2000-2500,200-300,15-20
2009,05,SANTANDER,BUCARAMANGA,DESLIZAMIENTO,1000-1500,100-200,20-25
2003,03,CUNDINAMARCA,TABIO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2010,09,LA GUAJIRA,VILLANUEVA,INUNDACION,0-500,200-300,25-30
2012,09,TOLIMA,SAN SEBASTIAN DE MARIQUITA,VENDAVAL,500-1000,200-300,25-30
2012,08,BOLIVAR,PINILLOS,VENDAVAL,0-500,200-300,25-30
2012,06,SANTANDER,EL CARMEN DE CHUCURI,INUNDACION,500-1000,200-300,20-25
2007,11,CESAR,VALLEDUPAR,INUNDACION,0-500,100-200,25-30
2013,01,CALDAS,SALAMINA,INCENDIO FORESTAL,2500-3000,0-100,10-15
2013,09,TOLIMA,NATAGAIMA,INCENDIO FORESTAL,0-500,0-100,25-30
2008,05,ANTIOQUIA,ANDES,DESLIZAMIENTO,1000-1500,200-300,20-25
2010,11,BOGOTA DC,BOGOTA DC,DESLIZAMIENTO,2500-3000,0-100,10-15
2012,09,HUILA,NEIVA,INCENDIO FORESTAL,1500-2000,0-100,15-20
2005,11,BOLIVAR,MAGANGUE,INUNDACION,0-500,0-100,25-30
2011,10,CAQUETA,ALBANIA,VENDAVAL,1500-2000,300-400,15-20
2009,11,CHOCO,QUIBDO,INUNDACION,0-500,600-700,25-30
2004,11,NORTE DE SANTANDER,SALAZAR,DESLIZAMIENTO,1000-1500,300-400,20-25
1998,12,MAGDALENA,CIENAGA,INUNDACION,0-500,0-100,25-30
2013,08,LA GUAJIRA,DIBULLA,INCENDIO FORESTAL,0-500,100-200,25-30
2012,08,CAUCA,PATIA,INCENDIO FORESTAL,500-1000,0-100,25-30
2007,10,LA GUAJIRA,VILLANUEVA,INUNDACION,0-500,200-300,25-30
2004,11,ANTIOQUIA,CAUCASIA,INUNDACION,0-500,200-300,25-30
2011,07,META,VILLAVICENCIO,INCENDIO ESTRUCTURAL,0-500,400-500,20-25
2013,02,BOGOTA DC,BOGOTA DC,INCENDIO ESTRUCTURAL,2500-3000,0-100,10-15
2013,08,CAQUETA,VALPARAISO,INUNDACION,0-500,200-300,25-30
2004,11,HUILA,VILLAVIEJA,DESLIZAMIENTO,0-500,100-200,25-30
2008,11,NORTE DE SANTANDER,OCANA,INUNDACION,1000-1500,0-100,20-25
2013,08,VALLE DEL CAUCA,CALI,INCENDIO FORESTAL,500-1000,0-100,25-30
2008,10,CORDOBA,AYAPEL,INUNDACION,0-500,200-300,25-30
2012,12,SANTANDER,BUCARAMANGA,INCENDIO FORESTAL,1000-1500,0-100,20-25
2009,07,NARINO,SAN ANDRES DE TUMACO,MAR DELEVA,0-500,100-200,25-30
2000,09,ATLANTICO,MANATI,INUNDACION,0-500,100-200,25-30
2012,03,HUILA,LA PLATA,INUNDACION,1000-1500,100-200,20-25
2008,03,SUCRE,BUENAVISTA,VENDAVAL,2000-2500,100-200,15-20
2011,06,LA GUAJIRA,RIOHACHA,INUNDACION,0-500,0-100,25-30
2012,09,QUINDIO,ARMENIA,INCENDIO FORESTAL,1000-1500,100-200,20-25
2010,12,ANTIOQUIA,SAN FRANCISCO,INUNDACION,2000-2500,100-200,10-15
2010,02,SUCRE,SAMPUES,SEQUIA,0-500,0-100,25-30
2013,01,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,100-200,15-20
2012,03,CESAR,VALLEDUPAR,INCENDIO FORESTAL,0-500,0-100,30-35
2012,05,CHOCO,QUIBDO,INCENDIO ESTRUCTURAL,0-500,700-800,25-30
2003,09,ANTIOQUIA,APARTADO,INUNDACION,0-500,200-300,25-30
2010,12,CAUCA,SAN SEBASTIAN,DESLIZAMIENTO,2500-3000,0-100,10-15
2013,09,CUNDINAMARCA,PACHO,INCENDIO FORESTAL,2000-2500,0-100,15-20
2010,12,NORTE DE SANTANDER,SILOS,INUNDACION,2500-3000,0-100,10-15
2013,07,SANTANDER,MOGOTES,VENDAVAL,1500-2000,200-300,15-20
2012,01,CAQUETA,EL DONCELLO,INCENDIO FORESTAL,0-500,0-100,25-30
2007,08,CHOCO,RIOSUCIO,INUNDACION,0-500,200-300,25-30
2012,09,TOLIMA,IBAGUE,INCENDIO FORESTAL,500-1000,100-200,25-30
2012,09,VALLE DEL CAUCA,RESTREPO,SISMO,1000-1500,100-200,15-20
2010,12,NARINO,TAMINANGO,DESLIZAMIENTO,1500-2000,100-200,15-20
2013,09,LA GUAJIRA,MAICAO,VENDAVAL,0-500,100-200,25-30
2005,11,RISARALDA,PEREIRA,INUNDACION,1000-1500,200-300,20-25
2006,08,ATLANTICO,SOLEDAD,VENDAVAL,0-500,100-200,25-30
2008,11,CUNDINAMARCA,MOSQUERA,INUNDACION,2500-3000,0-100,10-15
2012,06,SUCRE,SAN BENITO ABAD,INUNDACION,0-500,200-300,25-30
2010,08,CUNDINAMARCA,VENECIA,INUNDACION,1500-2000,200-300,20-25
2004,11,LA GUAJIRA,HATONUEVO,VENDAVAL,0-500,100-200,25-30
2011,05,VALLE DEL CAUCA,BOLIVAR,INUNDACION,2000-2500,100-200,15-20
2008,11,BOLIVAR,SAN PABLO,INUNDACION,0-500,200-300,25-30
2012,05,SUCRE,SAMPUES,VENDAVAL,0-500,100-200,25-30
2013,04,RISARALDA,PEREIRA,COLAPSO,1000-1500,200-300,20-25
2012,08,CORDOBA,LORICA,VENDAVAL,0-500,100-200,25-30
2011,04,NORTE DE SANTANDER,EL ZULIA,INUNDACION,0-500,200-300,25-30
2012,12,BOYACA,SOGAMOSO,INCENDIO FORESTAL,2500-3000,0-100,10-15
2006,01,CHOCO,QUIBDO,DESLIZAMIENTO,0-500,500-600,25-30
2011,05,BOYACA,OTANCHE,DESLIZAMIENTO,1000-1500,300-400,20-25
2013,03,MAGDALENA,SANTA MARTA,INCENDIO FORESTAL,0-500,0-100,25-30
2012,03,SANTANDER,VILLANUEVA,INUNDACION,0-500,100-200,25-30
2011,12,BOLIVAR,ARJONA,INUNDACION,0-500,0-100,25-30
2010,07,ARAUCA,ARAUCA,INUNDACION,0-500,300-400,25-30
2008,09,ANTIOQUIA,MEDELLIN,DESLIZAMIENTO,1000-1500,100-200,20-25
