id,Anio,Mes,Departamento,Municipio,Deslizamiento,Altitud,PrecipitacionPromedio,TemperaturaPromedio
101,2008,05,CAUCA,BOLIVAR,SI,2300,109,16.6
102,2006,04,CUNDINAMARCA,YACOPI,SI,1347,342.9,21.1
103,2007,11,SUCRE,MAJAGUAL,NO,20,297.1,28.9
104,2003,04,ATLANTICO,BARRANQUILLA,NO,2,11.7,27.5
105,2011,04,QUINDIO,ARMENIA,NO,1229,262.6,22
106,2012,08,MAGDALENA,PIVIJAY,NO,20,169.8,28.2
107,2009,07,CORDOBA,SAN BERNARDO DEL VIENTO,NO,22,98.1,27.4
108,2008,08,CHOCO,SAN JOSE DEL PALMAR,SI,1115,255.2,21.1
109,2012,12,NARINO,MOSQUERA,NO,2543,46.1,12.9
110,2012,02,CASANARE,YOPAL,NO,325,53.7,28.7
111,2013,07,CAUCA,SAN SEBASTIAN,NO,2900,99.1,10
112,2012,08,HUILA,NEIVA,NO,1691,48.8,19
113,2013,06,NARINO,BARBACOAS,SI,1010,330.9,20.5
114,1999,11,CALDAS,MANIZALES,SI,2058,176.5,16.6
115,2012,09,QUINDIO,ARMENIA,NO,1229,182.9,22
116,2012,09,CAQUETA,SOLANO,NO,219,203.8,25.6
117,2011,04,RISARALDA,SANTUARIO,SI,1650,207.3,19.3
118,2006,04,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.7,28.5
119,2006,05,META,VILLAVICENCIO,NO,423,673.8,25.2
120,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
121,2012,05,CORDOBA,MONTERIA,NO,30,174.6,27.4
122,2012,04,CORDOBA,LORICA,NO,30,93.9,28
123,2005,03,SANTANDER,PUERTO WILCHES,NO,138,177.4,29
124,2012,04,NORTE DE SANTANDER,CUCUTA,SI,100,248.2,27.6
125,2013,01,HUILA,SUAZA,NO,1045,49.8,22.9
126,2010,01,RISARALDA,PEREIRA,NO,1342,132.7,21.8
127,1998,10,CAQUETA,PUERTO RICO,NO,285,351.7,25.8
128,2012,11,NARINO,PASTO,NO,2830,111,12.2
129,2010,11,NORTE DE SANTANDER,TEORAMA,NO,1160,135.6,21.4
130,2010,12,SANTANDER,VILLANUEVA,NO,255,62.8,26.6
131,2010,12,QUINDIO,ARMENIA,SI,1229,175.2,21.9
132,2011,11,QUINDIO,CALARCA,SI,1450,313.1,19.9
133,2012,09,ANTIOQUIA,REMEDIOS,NO,718,361.4,24.9
134,2012,06,VICHADA,PUERTO CARRENO,NO,50,466.3,26.8
135,1999,09,ATLANTICO,BARRANQUILLA,NO,2,135.7,28.2
136,2008,11,CUNDINAMARCA,SAN FRANCISCO,NO,2475,218.3,13.5
137,2013,09,NARINO,PASTO,SI,2830,82.9,11.1
138,2013,09,BOYACA,BUENAVISTA,NO,2200,128.3,16.2
139,2006,01,BOGOTA DC,BOGOTA DC,NO,2570,33.3,13.8
140,2002,01,CUNDINAMARCA,SOACHA,NO,2900,23.1,11.7
141,2013,09,ARAUCA,ARAUCA,NO,128,187.1,26.6
142,1998,03,BOLIVAR,VILLANUEVA,NO,255,118.2,27.1
143,1999,04,TOLIMA,SAN ANTONIO,SI,1500,254,21.4
144,2011,09,CORDOBA,CIENAGA DE ORO,NO,40,192.6,27.6
145,2010,10,VALLE DEL CAUCA,SEVILLA,NO,1692,335.5,18.5
146,2011,10,TOLIMA,ATACO,NO,500,334.9,26
147,2011,11,QUINDIO,CALARCA,NO,1450,313.1,19.9
148,2009,11,HUILA,GARZON,NO,1270,130,20.4
149,2012,08,HUILA,GARZON,NO,1270,66.6,19.9
150,2005,11,SANTANDER,CIMITARRA,NO,300,320,26.9
151,2011,03,AMAZONAS,LETICIA,SI,84,357.9,26.1
152,2009,08,META,VILLAVICENCIO,NO,423,399.6,24.9
153,2012,04,BOYACA,PAIPA,NO,2470,131.5,15.3
154,2010,12,ANTIOQUIA,ARGELIA,NO,1600,91.8,20.4
155,2013,05,QUINDIO,ARMENIA,NO,1229,219.6,22
156,1999,11,CALDAS,MANIZALES,NO,2058,176.5,16.6
157,2012,03,TOLIMA,COYAIMA,NO,485,149.4,28.1
158,2005,10,VALLE DEL CAUCA,BUENAVENTURA,SI,5,790,25.3
159,2011,04,NORTE DE SANTANDER,TEORAMA,NO,1160,118.2,21.8
160,2009,05,NORTE DE SANTANDER,EL ZULIA,NO,90,183.1,28.2
161,2012,09,CAUCA,ARGELIA,NO,1600,126.5,20.5
162,2012,09,QUINDIO,ARMENIA,NO,1229,182.9,22
163,2013,01,CUNDINAMARCA,SOACHA,NO,2900,23.1,11.7
164,2006,05,BOYACA,PUERTO BOYACA,NO,350,251.3,27.8
165,2013,07,BOYACA,PAIPA,NO,2470,58.8,14.1
166,2012,02,NARINO,LA UNION,SI,2314,209.3,14.8
167,2011,02,CUNDINAMARCA,SUTATAUSA,NO,2700,55.5,13.7
168,2012,02,ANTIOQUIA,BELLO,NO,1438,53,22.2
169,2006,05,VALLE DEL CAUCA,FLORIDA,NO,1013,113.7,23.5
170,2010,11,CESAR,SAN MARTIN,NO,250,215.3,25.7
171,2013,02,CASANARE,YOPAL,NO,325,53.7,28.7
172,2001,12,TOLIMA,IBAGUE,SI,750,78.1,24.7
173,2001,09,RISARALDA,PEREIRA,NO,1342,195.9,21.5
174,2011,11,TOLIMA,IBAGUE,SI,750,125.7,24.4
175,2013,05,CUNDINAMARCA,PARATEBUENO,NO,280,560.1,25.5
176,2012,07,HUILA,NEIVA,NO,1691,63.7,18.7
177,2013,06,CHOCO,MEDIO SAN JUAN,NO,40,511.6,26.1
178,2002,03,CHOCO,QUIBDO,NO,53,554.5,26.9
179,2010,11,CESAR,BECERRIL,NO,170,157.3,26.9
180,2009,06,BOLIVAR,MAGANGUE,NO,18,151.2,28.1
181,2002,10,LA GUAJIRA,FONSECA,NO,170,111,27.6
182,2011,11,BOGOTA DC,BOGOTA DC,NO,2570,95.3,13.8
183,2002,01,META,LA MACARENA,NO,350,43.5,26.8
184,2012,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
185,2005,12,CHOCO,QUIBDO,SI,53,631.8,26.2
186,2005,05,CALDAS,RIOSUCIO,SI,2,209.7,27.4
187,2011,06,VALLE DEL CAUCA,CALI,NO,954,66.7,25.1
188,2012,11,QUINDIO,ARMENIA,NO,1229,264.1,21.5
189,2008,11,ANTIOQUIA,MEDELLIN,SI,1490,158.9,21.8
190,2008,12,CAUCA,PUERTO TEJADA,NO,1000,113.5,23.9
191,2007,06,TOLIMA,CHAPARRAL,NO,1000,118.5,23.4
192,2012,01,META,VISTAHERMOSA,NO,325,30,27.4
193,2005,02,SANTANDER,ZAPATOCA,NO,1810,38.6,18.8
194,2013,02,SUCRE,SAN BENITO ABAD,NO,20,14.7,28.4
195,2012,09,RISARALDA,SANTUARIO,NO,1650,169.1,19.2
196,2013,06,TOLIMA,IBAGUE,NO,750,92.4,25.1
197,2011,05,ANTIOQUIA,MUTATA,NO,132,629.9,26.4
198,2013,07,SANTANDER,BUCARAMANGA,NO,1018,111.7,23.1
199,2008,12,HUILA,SANTA MARIA,NO,1300,108,20.8
200,2012,08,CUNDINAMARCA,VENECIA,NO,1600,237.9,20.6
201,2008,11,NARINO,CONSACA,NO,1493,139.2,19.4
202,2008,07,CORDOBA,SAHAGUN,NO,125,186.4,27.2
203,2008,11,BOLIVAR,ARJONA,NO,10,129.3,27.3
204,2012,09,QUINDIO,ARMENIA,NO,1229,182.9,22
205,2012,03,VALLE DEL CAUCA,BUENAVENTURA,NO,5,337.3,26.1
206,2002,01,CHOCO,LLORO,NO,90,579.7,26.1
207,2013,01,SANTANDER,SABANA DE TORRES,NO,328,43.4,27.7
208,2007,07,TOLIMA,PURIFICACION,NO,400,49.7,26
209,2013,07,TOLIMA,GUAMO,NO,360,52.5,28.3
210,2009,11,VALLE DEL CAUCA,BUENAVENTURA,NO,5,728.5,25.2
211,2010,07,TOLIMA,IBAGUE,NO,750,62.5,25.7
212,2001,08,ANTIOQUIA,MEDELLIN,NO,1490,139.7,23.1
213,2008,08,CUNDINAMARCA,PUERTO SALGAR,NO,172,98.5,29.7
214,2013,03,PUTUMAYO,PUERTO LEGUIZAMO,NO,153,243.2,26
215,2011,10,CUNDINAMARCA,CABRERA,NO,2050,122.6,16.4
216,2012,03,ATLANTICO,BARRANQUILLA,NO,2,1.3,26.9
217,2012,01,CASANARE,YOPAL,NO,325,9.6,28.2
218,2005,09,TOLIMA,HONDA,NO,222,140.2,28.5
219,2003,09,ATLANTICO,BARRANQUILLA,NO,2,135.7,28.2
220,2010,04,ANTIOQUIA,MEDELLIN,NO,1490,170.7,22.4
221,2009,02,VALLE DEL CAUCA,CALI,NO,954,61.2,25.4
222,2013,09,LA GUAJIRA,URIBIA,NO,85,46,28.4
223,2012,08,HUILA,NEIVA,NO,1691,48.8,19
224,2011,02,CUNDINAMARCA,PANDI,NO,950,93.4,24.2
225,2011,09,CHOCO,MEDIO SAN JUAN,NO,40,600.5,25.9
226,2013,09,TOLIMA,IBAGUE,SI,750,152.9,25.8
227,2008,07,TOLIMA,CHAPARRAL,NO,1000,99.9,23.7
228,2013,08,TOLIMA,GUAMO,NO,360,47.8,29.3
229,2012,11,ANTIOQUIA,CAREPA,NO,30,307.1,26.5
230,2012,04,QUINDIO,ARMENIA,NO,1229,262.6,22
231,2010,04,CUNDINAMARCA,SOACHA,NO,2900,93.8,12
232,2008,06,ANTIOQUIA,VALDIVIA,SI,1200,408.2,22
233,2011,10,ATLANTICO,REPELON,NO,10,161.5,27.7
234,2007,10,MAGDALENA,SANTA MARTA,NO,30,266.3,26.6
235,2010,11,SANTANDER,BARRANCABERMEJA,SI,126,303.1,27.1
236,2012,12,CAUCA,GUAPI,NO,10,377.6,25.7
237,2010,10,SANTANDER,CERRITO,SI,2698,168.8,13.2
238,2013,02,ARAUCA,ARAUCA,NO,128,23.8,28.3
239,2011,05,NARINO,TUQUERRES,SI,3120,108.4,11.4
240,2004,05,BOGOTA DC,BOGOTA DC,SI,2570,96.9,14.1
241,2013,02,CUNDINAMARCA,FUSAGASUGA,SI,1460,109.8,20.7
242,2007,05,ATLANTICO,SOLEDAD,NO,14,118,28.2
243,2012,07,HUILA,GARZON,NO,1270,95.1,19.7
244,2006,04,SANTANDER,PUERTO PARRA,NO,168,293,28.2
245,2003,05,CHOCO,RIO QUITO,NO,45,625.6,26.6
246,2010,02,NORTE DE SANTANDER,LA PLAYA,NO,1500,15.5,19.2
247,2006,05,NORTE DE SANTANDER,OCANA,NO,1435,144.3,21.9
248,2010,11,CHOCO,RIOSUCIO,NO,2,216.9,26.7
249,2011,11,SANTANDER,GIRON,NO,777,82.6,25
250,2010,04,ANTIOQUIA,TURBO,NO,37,235.2,27.5
251,2006,05,NORTE DE SANTANDER,CACHIRA,SI,1882,123.1,17.5
252,2012,07,CESAR,AGUSTIN CODAZZI,NO,180,111.7,29.1
253,2007,12,BOLIVAR,VILLANUEVA,NO,255,62.8,26.6
254,2005,02,CHOCO,QUIBDO,NO,53,500.7,26.7
255,2012,09,CUNDINAMARCA,SOACHA,NO,2900,52.8,11.7
256,2008,11,META,PUERTO RICO,NO,285,278.6,26.1
257,2008,11,TOLIMA,VILLAHERMOSA,NO,2029,270.8,16.7
258,2005,01,BOYACA,PUERTO BOYACA,NO,350,65.6,28
259,2011,11,HUILA,LA PLATA,SI,1070,164.5,22.2
260,2012,08,SANTANDER,GUADALUPE,SI,2102,220.7,15.2
261,2006,11,LA GUAJIRA,DIBULLA,NO,5,256.7,26.3
262,2012,06,CUNDINAMARCA,PACHO,NO,2000,45.6,17
263,2013,04,CAUCA,PIENDAMO,NO,1800,242.6,19.1
264,2005,12,ANTIOQUIA,TURBO,NO,37,193.9,27.1
265,2011,08,NORTE DE SANTANDER,CUCUTA,SI,100,143.3,28.5
266,1998,12,VALLE DEL CAUCA,FLORIDA,NO,1013,86,23.4
267,2011,12,CHOCO,QUIBDO,NO,53,631.8,26.2
268,2008,09,CORDOBA,PLANETA RICA,NO,90,192.6,27.3
269,2011,11,NARINO,SAMANIEGO,SI,1500,169.7,19.5
270,2013,04,TOLIMA,HONDA,NO,222,194.8,27.4
271,2013,10,TOLIMA,PURIFICACION,NO,400,288.6,26.3
272,2011,07,RISARALDA,PEREIRA,SI,1342,133.5,21.7
273,2003,09,ANTIOQUIA,CALDAS,NO,1680,262.7,18.1
274,2013,04,TOLIMA,ROVIRA,NO,2020,215.1,17.2
275,2012,08,SANTANDER,BUCARAMANGA,NO,1018,81.7,23.2
276,2008,06,CASANARE,TAURAMENA,NO,460,444.8,24.8
277,2013,03,SANTANDER,BUCARAMANGA,SI,1018,137.1,23.4
278,2002,04,CHOCO,BOJAYA,NO,20,441.9,27.1
279,2010,11,CALDAS,MANIZALES,SI,2058,176.5,16.6
280,2012,09,CUNDINAMARCA,SUTATAUSA,NO,2700,54.2,13.6
281,2012,08,HUILA,LA PLATA,NO,1070,46,22.2
282,2013,06,TOLIMA,ROVIRA,SI,2020,146.9,17
283,2008,07,ANTIOQUIA,TAMESIS,NO,1151,192.3,22.7
284,2006,04,BOGOTA DC,BOGOTA DC,NO,2570,83.7,14
285,1999,10,CAUCA,PIENDAMO,SI,1800,221.2,18.9
286,2007,11,ANTIOQUIA,MEDELLIN,NO,1490,158.9,21.8
287,2010,04,SANTANDER,SABANA DE TORRES,NO,328,287.2,27.8
288,2008,12,CALDAS,SUPIA,NO,1320,155.4,21.8
289,2013,10,SANTANDER,BUCARAMANGA,NO,1018,123.9,22.6
290,2000,05,NARINO,SAN ANDRES DE TUMACO,NO,1,360.1,26.4
291,2013,04,CAUCA,ARGELIA,NO,1600,170.1,20.5
292,2009,05,ANTIOQUIA,FREDONIA,NO,530,219.7,25.9
293,2006,05,ANTIOQUIA,APARTADO,NO,23,330.7,26.8
294,2009,11,CESAR,SAN MARTIN,NO,250,215.3,25.7
295,2006,03,VALLE DEL CAUCA,ZARZAL,NO,941,142.1,24.7
296,2011,11,RISARALDA,PEREIRA,NO,1342,287.9,20.9
297,2011,09,CALDAS,AGUADAS,SI,2180,189.6,16.7
298,2013,06,MAGDALENA,ZONA BANANERA,NO,20,147.1,28.1
299,2007,03,CAUCA,SANTANDER DE QUILICHAO,NO,1015,180.7,23.6
300,2003,10,LA GUAJIRA,HATONUEVO,NO,80,146.4,27.9
301,2003,09,CHOCO,QUIBDO,NO,53,701.7,26.5
302,2013,01,CUNDINAMARCA,GACHETA,NO,1752,28.6,19.1
303,2009,07,ARAUCA,ARAUCA,NO,128,309.6,25.7
304,2011,05,LA GUAJIRA,RIOHACHA,NO,4,75.9,28.8
305,2007,06,META,PUERTO RICO,NO,285,497.6,24.8
306,2013,03,BOGOTA DC,BOGOTA DC,NO,2570,73.3,14
307,1998,07,META,LEJANIAS,NO,680,409.4,22.2
308,1999,11,BOLIVAR,MARIA LA BAJA,NO,20,173.9,27.1
309,2012,09,BOGOTA DC,BOGOTA DC,NO,2570,53.1,13.7
310,2007,04,HUILA,NEIVA,NO,1691,190.9,18.8
311,2012,10,LA GUAJIRA,MANAURE,NO,1,114.1,28.7
312,2002,02,CAUCA,ARGELIA,NO,1600,80.3,20.7
313,2012,09,CAUCA,LA SIERRA,NO,1870,106.1,18.6
314,2011,12,BOYACA,NUEVO COLON,NO,2438,31,14.6
315,1998,05,CALDAS,SALAMINA,NO,2696,172.2,11.7
316,2006,05,VALLE DEL CAUCA,BUENAVENTURA,SI,5,642.6,26.1
317,2006,05,BOYACA,CALDAS,SI,1680,316.6,18.3
318,2008,11,CUNDINAMARCA,SUBACHOQUE,NO,2590,93.1,11.2
319,2009,03,BOYACA,VILLA DE LEYVA,NO,2215,115.3,17.2
320,2012,08,HUILA,PALERMO,NO,460,17.6,27.6
321,2011,04,HUILA,ALGECIRAS,SI,1155,110.4,23.1
322,2013,09,LA GUAJIRA,HATONUEVO,NO,80,148.9,28.7
323,2001,02,NARINO,BARBACOAS,NO,1010,300.1,20.6
324,2010,02,CUNDINAMARCA,PANDI,NO,950,93.4,24.2
325,2012,08,CORDOBA,CHIMA,NO,1090,257.8,23.4
326,2012,09,CUNDINAMARCA,PACHO,NO,2000,98.8,16.9
327,2012,08,TOLIMA,IBAGUE,NO,750,74.9,26.4
328,2008,11,CUNDINAMARCA,ANAPOIMA,NO,810,147.8,24.5
329,2007,11,RISARALDA,PEREIRA,SI,1342,287.9,20.9
330,2010,07,SANTANDER,PUERTO WILCHES,NO,138,281.1,28.8
331,2011,04,BOYACA,CUBARA,NO,370,379.7,24.5
332,2000,03,SANTANDER,GIRON,SI,777,105.5,25.5
333,2008,03,CAUCA,PIENDAMO,SI,1800,226,19
334,2010,12,META,VILLAVICENCIO,NO,423,186.3,25.9
335,1999,10,VALLE DEL CAUCA,BOLIVAR,SI,2300,189.9,16.2
336,1999,10,NORTE DE SANTANDER,SAN CAYETANO,NO,2150,219.6,16.1
337,2013,01,HUILA,PALERMO,NO,460,129.4,26.9
338,2012,09,RISARALDA,SANTA ROSA DE CABAL,NO,1600,189.2,19.4
339,2001,02,META,VILLAVICENCIO,NO,423,132.2,27.2
340,2012,08,GUAVIARE,SAN JOSE DEL GUAVIARE,NO,165,273.1,25.1
341,2013,05,TOLIMA,GUAMO,NO,360,186.1,27.4
342,2013,07,MAGDALENA,SANTA MARTA,NO,30,70.3,27
343,2008,05,CUNDINAMARCA,PACHO,SI,2000,140.8,17
344,1999,09,NARINO,BARBACOAS,NO,1010,222.5,20.3
345,2013,06,ANTIOQUIA,PUERTO BERRIO,NO,150,225.5,28.6
346,2007,04,BOYACA,PUERTO BOYACA,NO,350,270.9,27.6
347,2012,03,NORTE DE SANTANDER,CUCUTA,NO,100,148.6,27.3
348,2010,07,META,LEJANIAS,NO,680,409.4,22.2
349,2008,04,LA GUAJIRA,DIBULLA,NO,5,87.7,26.6
350,2010,02,BOYACA,PAIPA,NO,2470,47.7,15.1
351,2003,08,CHOCO,QUIBDO,NO,53,865.8,26.8
352,2012,09,QUINDIO,ARMENIA,NO,1229,182.9,22
353,2013,04,CUNDINAMARCA,YACOPI,NO,1347,342.9,21.1
354,2002,07,VICHADA,PUERTO CARRENO,NO,50,487.9,26.6
355,2011,12,HUILA,COLOMBIA,NO,1476,106,19.3
356,2004,11,TOLIMA,PRADO,NO,349,251.6,27.5
357,2008,07,CAUCA,GUAPI,NO,10,400.9,26
358,2011,02,AMAZONAS,LETICIA,NO,84,354.6,26
359,1999,02,VALLE DEL CAUCA,TULUA,NO,2902,68.7,11.8
360,2006,10,SANTANDER,PUERTO WILCHES,NO,138,390.5,28.3
361,2006,05,BOYACA,BUENAVISTA,NO,2200,140.3,16.2
362,2012,04,CUNDINAMARCA,NEMOCON,NO,2580,78.9,14.4
363,2006,12,NARINO,CHACHAGUI,SI,1816,127.7,18.4
364,2013,09,SANTANDER,BUCARAMANGA,NO,1018,117.8,23
365,2011,04,QUINDIO,CALARCA,NO,1450,253,20.7
366,2013,10,HUILA,NEIVA,NO,1691,220.8,18.7
367,2011,10,VALLE DEL CAUCA,BUENAVENTURA,NO,5,790,25.3
368,2008,09,ANTIOQUIA,MEDELLIN,NO,1490,181.8,22.4
369,2009,03,BOLIVAR,SAN PABLO,NO,165,105.2,28.8
370,2003,03,ANTIOQUIA,MEDELLIN,NO,1490,129.1,22.7
371,2006,01,NORTE DE SANTANDER,CUCUTA,SI,100,165.9,26.5
372,2012,08,CESAR,VALLEDUPAR,NO,70,154.9,29
373,1999,12,NARINO,TANGUA,SI,2800,112.4,13
374,2013,04,MAGDALENA,CONCORDIA,NO,1904,252.8,18.6
375,2013,10,SANTANDER,BUCARAMANGA,NO,1018,123.9,22.6
376,2011,02,CALDAS,MANIZALES,NO,2058,94,17.2
377,2012,12,BOGOTA DC,BOGOTA DC,NO,2570,53.9,13.9
378,2002,10,SANTANDER,PUERTO WILCHES,NO,138,390.5,28.3
379,2010,12,ANTIOQUIA,MEDELLIN,NO,1490,104.8,21.9
380,2008,04,CHOCO,QUIBDO,SI,53,707.2,26.9
381,1999,05,CHOCO,QUIBDO,NO,53,722.4,27
382,2011,06,CHOCO,LLORO,NO,90,702.5,26.5
383,2012,10,BOYACA,TUNJA,SI,2690,86,13.2
384,2013,03,QUINDIO,ARMENIA,NO,1229,194.1,22.2
385,2012,04,TOLIMA,ROVIRA,NO,2020,215.1,17.2
386,1999,11,SANTANDER,SABANA DE TORRES,NO,328,292.2,27
387,2007,10,HUILA,NEIVA,NO,1691,220.8,18.7
388,2012,12,BOGOTA DC,BOGOTA DC,NO,2570,53.9,13.9
389,2012,08,NARINO,LA UNION,NO,2314,334.3,15
390,2011,11,HUILA,LA PLATA,NO,1070,164.5,22.2
391,2011,06,RISARALDA,PUEBLO RICO,SI,1530,194.7,18.7
392,2008,02,RISARALDA,PEREIRA,SI,1342,132.6,22
393,2004,11,VALLE DEL CAUCA,EL CERRITO,NO,2609,158.1,13.3
394,2013,02,RISARALDA,SANTUARIO,NO,1650,116.7,19.4
395,2011,05,ATLANTICO,SOLEDAD,NO,14,118,28.2
396,2011,04,RISARALDA,SANTA ROSA DE CABAL,SI,1600,292.8,19.6
397,2012,06,VALLE DEL CAUCA,LA UNION,NO,2314,356.6,15.2
398,2011,01,SANTANDER,SURATA,NO,1850,18.1,17.5
399,2003,03,BOGOTA DC,BOGOTA DC,NO,2570,73.3,14
400,2010,10,NORTE DE SANTANDER,OCANA,SI,1435,149.7,21.4
401,2012,07,HUILA,PALERMO,NO,460,31.9,26.9
402,2012,03,BOGOTA DC,BOGOTA DC,SI,2570,73.3,14
403,2008,07,VICHADA,PUERTO CARRENO,NO,50,487.9,26.6
404,2013,02,NORTE DE SANTANDER,OCANA,NO,1435,19.3,20.8
405,2013,06,BOGOTA DC,BOGOTA DC,NO,2570,58,14
406,2013,01,CUNDINAMARCA,GACHETA,NO,1752,28.6,19.1
407,2012,04,ARAUCA,ARAUCA,NO,128,147.2,27.7
408,2009,10,NORTE DE SANTANDER,CUCUTA,NO,100,339.9,27.9
409,2011,04,VALLE DEL CAUCA,BUGALAGRANDE,NO,1002,189.4,23.3
410,2013,03,NARINO,SAN PABLO,NO,165,105.2,28.8
411,2005,10,CORDOBA,MONTERIA,NO,30,140.5,27
412,2006,04,QUINDIO,CALARCA,SI,1450,253,20.7
413,2012,07,HUILA,TELLO,NO,1300,60.7,22
414,2008,05,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.8,28.7
415,2009,08,BOYACA,QUIPAMA,NO,1250,191.8,22.1
416,2006,02,RISARALDA,PEREIRA,NO,1342,132.6,22
417,2012,12,CHOCO,MEDIO SAN JUAN,NO,40,514.2,25.8
418,2013,06,TOLIMA,MELGAR,NO,319,91.8,27.4
419,2013,05,ANTIOQUIA,APARTADO,NO,23,330.7,26.8
420,2009,03,BOGOTA DC,BOGOTA DC,SI,2570,73.3,14
421,2010,02,CALDAS,MANIZALES,NO,2058,94,17.2
422,2007,05,CALDAS,MANIZALES,SI,2058,161.9,17.2
423,2012,04,LA GUAJIRA,MANAURE,NO,1,19.1,28.5
424,2011,01,HUILA,GARZON,NO,1270,89.4,20.6
425,2011,05,ARAUCA,TAME,NO,350,289.7,26
426,2012,04,CAQUETA,EL DONCELLO,NO,270,417.2,25.4
427,2005,12,RISARALDA,SANTA ROSA DE CABAL,NO,1600,174.4,19.4
428,2004,11,LA GUAJIRA,RIOHACHA,NO,4,75.6,27.7
429,2010,12,CUNDINAMARCA,VENECIA,SI,1600,166.3,19.9
430,1998,04,CAQUETA,FLORENCIA,NO,280,442.8,25
431,2005,10,SANTANDER,BARBOSA,NO,1500,235.4,21.7
432,2011,06,CUNDINAMARCA,VENECIA,NO,1600,248.6,20.5
433,2008,02,ANTIOQUIA,MEDELLIN,SI,1490,81.4,22.7
434,2013,09,MAGDALENA,ZONA BANANERA,NO,20,183.3,27.5
435,2000,06,ANTIOQUIA,ANDES,SI,1180,193.8,21.8
436,1999,04,CHOCO,QUIBDO,NO,53,707.2,26.9
437,2005,11,BOLIVAR,EL GUAMO,NO,75,97.2,27.3
438,2013,09,CUNDINAMARCA,YACOPI,NO,1347,257.5,21.4
439,1999,12,NORTE DE SANTANDER,EL ZULIA,NO,90,162.4,26.7
440,2011,04,ANTIOQUIA,ANDES,SI,1180,228.6,22.3
441,2010,11,NARINO,TANGUA,SI,2800,137.8,12.9
442,2012,03,CHOCO,RIO QUITO,NO,45,493.6,26.6
443,2006,09,CAUCA,LA SIERRA,NO,1870,106.1,18.6
444,2011,04,NARINO,ALBAN,SI,2200,143,15.6
445,2007,10,LA GUAJIRA,MAICAO,NO,118,214.3,27
446,2005,02,TOLIMA,NATAGAIMA,NO,415,123.8,28.1
447,2005,07,ANTIOQUIA,ARGELIA,SI,1600,94.9,20.4
448,2009,07,ARAUCA,SARAVENA,NO,148,361.2,24.9
449,2008,11,CUNDINAMARCA,YACOPI,NO,1347,266.7,20.8
450,2004,11,ATLANTICO,REPELON,NO,10,107.1,27.8
451,2006,05,BOLIVAR,RIO VIEJO,NO,160,211,28.1
452,2010,10,BOYACA,PAIPA,SI,2470,132.1,14.6
453,2013,01,SANTANDER,BUCARAMANGA,NO,1018,91.2,23.1
454,2012,12,VALLE DEL CAUCA,SEVILLA,SI,1692,208.4,18.6
455,2011,09,QUINDIO,ARMENIA,NO,1229,182.9,22
456,2012,07,RISARALDA,PEREIRA,NO,1342,133.5,21.7
457,2012,06,VALLE DEL CAUCA,BUENAVENTURA,NO,5,612.6,25.8
458,2013,03,NARINO,SAMANIEGO,SI,1500,130.1,19.8
459,2006,05,SANTANDER,PUERTO WILCHES,NO,138,389.3,28.7
460,2000,05,ANTIOQUIA,MEDELLIN,SI,1490,213.5,22.6
461,2010,12,CALDAS,MANIZALES,NO,2058,131.5,16.8
462,2011,04,QUINDIO,ARMENIA,NO,1229,262.6,22
463,2012,07,BOLIVAR,PINILLOS,NO,10,229.9,28.8
464,2012,02,BOGOTA DC,BOGOTA DC,NO,2570,51.3,13.9
465,2007,11,MAGDALENA,PIVIJAY,NO,20,99.8,27.6
466,2006,04,ANTIOQUIA,MEDELLIN,SI,1490,170.7,22.4
467,2013,04,CAUCA,TOTORO,NO,3000,96.9,10.7
468,2011,04,SANTANDER,BUCARAMANGA,SI,1018,120.6,23.3
469,2011,04,CESAR,SAN MARTIN,NO,250,341.3,25.6
470,2010,02,BOYACA,PUERTO BOYACA,NO,350,104.4,28.2
471,2011,10,VALLE DEL CAUCA,PALMIRA,NO,1058,122.3,22.6
472,2012,04,HUILA,GARZON,NO,1270,148.9,20.6
473,1998,12,BOLIVAR,VILLANUEVA,NO,255,62.8,26.6
474,2010,04,CUNDINAMARCA,PUERTO SALGAR,NO,172,232.7,28.5
475,2006,03,NARINO,PASTO,NO,2830,104.2,12
476,2011,10,RISARALDA,PEREIRA,SI,1342,290.5,20.9
477,2010,07,LA GUAJIRA,FONSECA,NO,170,70.2,29
478,2000,08,MAGDALENA,SALAMINA,NO,2696,80.9,11.5
479,2000,04,VALLE DEL CAUCA,BUENAVENTURA,NO,5,458,26.1
480,2012,04,BOYACA,CUITIVA,NO,3000,95.7,11.8
481,2013,08,BOLIVAR,CARTAGENA,NO,1,120.2,28.3
482,2012,02,ANTIOQUIA,BELLO,NO,1438,53,22.2
483,2007,11,SANTANDER,SABANA DE TORRES,NO,328,292.2,27
484,2011,11,RISARALDA,SANTA ROSA DE CABAL,NO,1600,275.9,18.8
485,2001,08,CAUCA,SANTANDER DE QUILICHAO,NO,1015,67.4,24.1
486,2006,10,META,CUMARAL,NO,305,350.7,25.5
487,2005,02,CALDAS,MANIZALES,SI,2058,94,17.2
488,2011,04,LA GUAJIRA,DIBULLA,NO,5,87.7,26.6
489,2013,02,CAUCA,GUAPI,NO,10,324.6,26
